timestamp_ms,label,ax,ay,az,gx,gy,gz
794058,STATIONARY,-0.332275,0.787476,-0.520264,-0.244141,0.183105,-0.122070
794078,STATIONARY,-0.332031,0.787476,-0.520996,-0.305176,0.183105,-0.122070
794098,STATIONARY,-0.333618,0.787842,-0.519653,-0.305176,0.183105,-0.122070
794118,STATIONARY,-0.332275,0.787842,-0.518677,-0.305176,0.061035,-0.122070
794138,STATIONARY,-0.332153,0.787231,-0.518921,-0.366211,0.183105,-0.122070
794158,STATIONARY,-0.334229,0.789062,-0.519043,-0.366211,0.244141,-0.122070
794178,STATIONARY,-0.332886,0.789185,-0.519897,-0.305176,0.122070,-0.122070
794198,STATIONARY,-0.332153,0.789062,-0.519775,-0.305176,0.122070,-0.122070
794218,STATIONARY,-0.333252,0.789429,-0.519897,-0.305176,0.122070,-0.122070
794238,STATIONARY,-0.332397,0.788818,-0.520020,-0.244141,0.122070,-0.244141
794258,STATIONARY,-0.332275,0.788818,-0.520264,-0.305176,0.122070,-0.183105
794278,STATIONARY,-0.332275,0.787720,-0.519409,-0.244141,0.183105,-0.122070
794298,STATIONARY,-0.333374,0.788452,-0.520386,-0.305176,0.183105,-0.122070
794318,STATIONARY,-0.332642,0.788330,-0.520386,-0.366211,0.183105,-0.122070
794338,STATIONARY,-0.331909,0.788330,-0.518555,-0.366211,0.122070,-0.122070
794358,STATIONARY,-0.332275,0.788086,-0.518921,-0.305176,0.122070,-0.122070
794378,STATIONARY,-0.334106,0.789062,-0.519409,-0.244141,0.122070,-0.183105
794398,STATIONARY,-0.332397,0.788086,-0.520630,-0.305176,0.183105,-0.183105
794418,STATIONARY,-0.331787,0.787964,-0.518677,-0.305176,0.122070,-0.183105
794438,STATIONARY,-0.331787,0.788452,-0.518799,-0.305176,0.122070,-0.122070
794458,STATIONARY,-0.332275,0.787598,-0.519775,-0.244141,0.122070,-0.122070
794478,STATIONARY,-0.332642,0.788696,-0.518555,-0.305176,0.183105,-0.122070
794498,STATIONARY,-0.333130,0.789429,-0.519531,-0.305176,0.122070,-0.122070
794518,STATIONARY,-0.332520,0.787964,-0.519409,-0.244141,0.122070,-0.244141
794538,STATIONARY,-0.332520,0.788208,-0.520508,-0.305176,0.122070,-0.122070
794558,STATIONARY,-0.332886,0.788452,-0.519653,-0.366211,0.183105,-0.122070
794578,STATIONARY,-0.332886,0.787720,-0.520508,-0.366211,0.183105,-0.122070
794598,STATIONARY,-0.333008,0.787476,-0.520386,-0.366211,0.122070,-0.183105
794618,STATIONARY,-0.332886,0.788086,-0.520142,-0.244141,0.061035,-0.122070
794638,STATIONARY,-0.332153,0.788086,-0.519165,-0.305176,0.183105,-0.061035
794658,STATIONARY,-0.331543,0.787842,-0.519043,-0.244141,0.183105,-0.061035
794678,STATIONARY,-0.332520,0.788452,-0.519287,-0.305176,0.183105,-0.122070
794698,STATIONARY,-0.332886,0.788330,-0.520508,-0.305176,0.122070,-0.183105
794718,STATIONARY,-0.332764,0.788086,-0.520508,-0.305176,0.183105,-0.122070
794738,STATIONARY,-0.332275,0.788086,-0.520020,-0.305176,0.122070,-0.122070
794758,STATIONARY,-0.332275,0.788696,-0.521240,-0.244141,0.183105,-0.061035
794778,STATIONARY,-0.332275,0.787964,-0.520142,-0.305176,0.244141,-0.122070
794798,STATIONARY,-0.331299,0.787231,-0.519775,-0.305176,0.183105,-0.122070
794818,STATIONARY,-0.332153,0.788818,-0.519775,-0.305176,0.122070,-0.122070
794838,STATIONARY,-0.331665,0.788330,-0.520752,-0.244141,0.183105,-0.122070
794858,STATIONARY,-0.332031,0.788208,-0.520508,-0.305176,0.244141,-0.122070
794878,STATIONARY,-0.332642,0.789062,-0.518921,-0.305176,0.183105,-0.183105
794898,STATIONARY,-0.332031,0.787720,-0.519043,-0.305176,0.183105,-0.183105
794918,STATIONARY,-0.331299,0.788086,-0.518799,-0.366211,0.183105,-0.122070
794938,STATIONARY,-0.332153,0.789185,-0.519409,-0.305176,0.183105,-0.183105
794958,STATIONARY,-0.331909,0.789673,-0.520630,-0.305176,0.061035,-0.122070
794978,STATIONARY,-0.332153,0.788086,-0.520020,-0.305176,0.061035,-0.122070
794998,STATIONARY,-0.332642,0.788574,-0.519043,-0.305176,0.183105,-0.183105
795018,STATIONARY,-0.333252,0.788696,-0.519531,-0.305176,0.183105,-0.183105
795038,STATIONARY,-0.332520,0.788452,-0.520264,-0.366211,0.122070,-0.061035
795058,STATIONARY,-0.332642,0.788330,-0.519775,-0.305176,0.183105,-0.061035
795078,STATIONARY,-0.331543,0.788940,-0.520142,-0.305176,0.183105,-0.122070
795098,STATIONARY,-0.331665,0.788696,-0.520142,-0.305176,0.122070,-0.183105
795118,STATIONARY,-0.332153,0.788330,-0.519043,-0.305176,0.244141,-0.183105
795138,STATIONARY,-0.332275,0.788452,-0.520142,-0.366211,0.183105,-0.122070
795158,STATIONARY,-0.332520,0.788940,-0.520630,-0.305176,0.122070,-0.183105
795178,STATIONARY,-0.332520,0.788330,-0.521240,-0.244141,0.183105,-0.122070
795198,STATIONARY,-0.332275,0.787231,-0.519897,-0.244141,0.183105,0.000000
795218,STATIONARY,-0.332153,0.788574,-0.520630,-0.305176,0.244141,-0.183105
795238,STATIONARY,-0.332764,0.788208,-0.520386,-0.305176,0.244141,-0.183105
795258,STATIONARY,-0.332031,0.787842,-0.519775,-0.305176,0.244141,-0.061035
795278,STATIONARY,-0.332153,0.788208,-0.519531,-0.244141,0.122070,-0.122070
795298,STATIONARY,-0.332764,0.788208,-0.519287,-0.244141,0.122070,-0.122070
795318,STATIONARY,-0.333374,0.788574,-0.519409,-0.305176,0.183105,-0.183105
795338,STATIONARY,-0.332764,0.789307,-0.519897,-0.366211,0.183105,-0.183105
795358,STATIONARY,-0.331421,0.788696,-0.520752,-0.305176,0.061035,-0.183105
